review,sentiment
"Seperti yang telah disebutkan seseorang di forum ini, sangat sulit untuk membuat film dokumenter palsu. Ini membutuhkan keterampilan yang luar biasa, mondar-mandir, kesabaran, jarak 'langsung,' premis yang masuk akal, aliran naratif ', dan tindakan yang BENAR-BENAR dipercaya (alias hebat). <br /> <br /> Tidak demikian halnya dengan 'Love Machine'. Ini mulai menunjukkan tangannya yang imut tentang tanda 20 menit (dengan sisa waktu 60 menit untuk ditonton), dan penonton mulai menyadari bahwa dia sedang dibawa masuk. Ini menurun dari sana. <br /> <br /> Direktur Gordon Eriksen hanya memuncak terlalu cepat. Tapi untuk bersikap adil terhadap Eriksen, masalahnya mulai awal: saat dia menjelaskan secara ekstra, dia mulai ingin melakukan dokumen REAL, tidak bisa mendapatkan dana, dan memilih cara yang lebih murah untuk membuat filmnya. <br /> < Premis - orang yang memiliki kehidupan rahasia dengan memasang situs web porno - mungkin lebih menarik pada 1997-98, saat film dibuat. Eriksen melakukan banyak hal rumit - host 'memaksa', kamera genggam, pembesaran, kulit hitam kasar dan kulit putih - semua, saya kira, untuk mendapatkan rasa keaslian, tapi tidak berhasil. Film ini membingungkan dan dipaksakan, tapi yang pada akhirnya menurunkannya adalah kepercayaan aktor dan dialog yang cukup mengerikan.",negative
"Hills Memiliki Mata II adalah apa yang Anda harapkan dan tidak lebih dari itu. Tentu saja ini bukan film Oscar yang dinominasikan, hanya hiburan murni yang bisa Anda lewatkan sendiri selama 90 menit. Plot pada dasarnya adalah tentang sekelompok trainee Garda Nasional yang menemukan diri mereka sedang berjuang. melawan bukit-bukit pegunungan bermutasi yang terkenal pada hari terakhir pelatihan mereka di padang pasir. Hanya saja mereka melawan seluruh film, yang mencakup banyak kekerasan (yang pada dasarnya adalah keseluruhan film) karena darah dan keberanian terus-menerus berkeliaran di sekitar keseluruhan, dan juga adegan pemerkosaan grafis lain yang tak ada gunanya dilemparkan ke dalam. kaget para penonton. <br /> <br /> Saya akan memberi Hills Have Eyes II 4 dari 10 untuk hiburan murni, dan itu saja. Meski begitu aku mendapati diriku melihat arlojiku lebih dan lebih seiring film berlanjut, karena mulai menyeret karena fakta terus mencoba dan mengejutkan penonton dengan kambuhan grafis dan adegan melompat sesekali hanya untuk memastikan penonton tetap terjaga Hills Have Eyes II hanya hiburan yang layak, ada sesuatu untuk melewatkan waktu jika Anda bosan, dan tidak ada yang lain. <br /> <br /> 4/10",negative
"Aku tertawa sepanjang jalan melalui film busuk ini. Ini sangat luar biasa. Seorang wanita meninggalkan suaminya setelah bertahun-tahun menikah, mengalami kerusakan di depan kantor real estat. Apa yang terjadi? Manajer kantor keluar dan menawarkan pekerjaan kepadanya !!! Lucu! Hal berikutnya yang Anda tahu kedua wanita itu akan melakukannya. Ya, mereka lesbian! Tidak ada yang benar dalam film ""Lifetime for Women with no better to do"" ini. Dialog kikuk seperti ""Saya tidak ingin menghabiskan sisa hidup saya merasa seperti saya memiliki kesempatan untuk bahagia dan tidak mengambilnya"" tidak membantu. Ada ibu kaya dan jauh yang tidak menyukai hubungan baru putrinya. Pelayan hitam yang sok - tak dapat dipercaya bahwa pada tahun 2003, sebuah film dibuat di mana ada pelayan kulit hitam yang sok. Hattie McDaniel harus balik ke kuburannya. Wanita itu memiliki suami yang aneh dan menginginkan hak asuh anak-anak remaja yang kotor. Sheesh! Tidak ada klise yang terlewat.",negative
"NO SPOILERS !! Setelah film Amerika pertama yang sukses di Hitchcock, Rebecca yang mendasarkan pada novel rimbal dan intrik Gothic Daphne DuMarier, dia kembali ke beberapa tema yang lebih dikenal pada masa awal masa Inggris - identitas yang keliru dan spionase. Seiring AS meluas ke dalam Perang Dunia II dan 'upaya perang' skala besar dari warga sipil yang membangun pesawat, persenjataan dan milisi penting lainnya, bisnis hiburan film yang sedang booming mulai mengubah sensasi paranoid dan seringkali jingoistic dengan tema waktu perang. Thriller ini sering melibatkan jaringan operator yang menipu dan terampil di tempat kerja di bawah bayang-bayang antara warga hukum yang baik dan taat hukum. Mengetahui sutradara berada di rumah dalam genre spionase ini, produser Jack Skirball mendekati Hitchcock tentang mengarahkan properti yang dimilikinya yang ditangani dengan korupsi, sabotase perang dan sebuah pahlawan yang tak berdaya masuk ke dalam pusaran kebetulan dan identitas yang keliru. Unsur-unsur yang lebih gelap dari narasi dan kecerdasan nyata dari maven sastra Dorothy Parker (selama tugas singkatnya di Hollywood sebelum kembali ke akar bohemian di NYC) yang turut menulis naskah itu sangat cocok untuk kepekaan Hitchcock. <br /> < Film yang sering terbengkalai ini menceritakan kisah Barry Kane (Robert Cummings) berusia 25 tahun yang malang, saat bekerja di Pabrik Pesawat Terbang Los Angeles, bertemu dengan karyawan baru Frank Frye (Norman Lloydd) dan beberapa saat kemudian dibingkai karena melakukan sabotase. Melarikan diri dari pihak berwenang yang tidak mempercayai ceritanya yang tak masuk akal, dia bertemu beberapa karakter dalam perjalanan ke Soda City Utah dan akhirnya New York City. Karakter yang berkesan ini termasuk sebuah kafilah sirkus dengan sebuah mobil yang penuh dengan 'aneh' dan model billboard populer Patricia Martin (Priscilla Lane) yang, selama krisis terburuk dalam hidupnya dan juga keamanan nasional, dia sangat jatuh cinta! Tentu saja di tanah Hitchcock, Patricia, diculik oleh penyabot Barry yang seharusnya, jatuh untuk penculiknya sehingga menambah ketegangan romantis pada campuran. <br /> <br /> Dalam bentuk yang bagus untuk pertunjukan ini, Hitchcock menyandang jaringan nasional Anggap wanita tua, Joes rata-rata, dan pengusaha terhormat yang berlip ganda sebagai agen rahasia teroris yang menangkap penjahat, menarik senjata dan meledakkan bom untuk mencegah hal-hal bergerak. Ini adalah plot hebat yang menghabiskan waktunya untuk bergerak maju dan setelah dinyalakan, berujung pada salah satu momen terakhir Hitchcock yang lebih mengesankan. Cari kehidupan yang luar biasa seperti tempat-tempat wisata NYC (semuanya diciptakan oleh direktur seni di Hollywood karena larangan menembak perang di tempat-tempat wisata umum). Sementara Saboteur mungkin bukan salah satu film Hitchcock yang paling terkenal, ini adalah film b populer yang pastinya padat dan menarik dengan banyak pertengkaran plot pintar dan seperti biasa - penjahat hebat Hitchcock. Ingatlah untuk mencari penampilan cameo Hitchcock di luar toko obat di paruh kedua film ini. Ide cameo asli Hitchcock yang ditembak (dia berkelahi dengan bahasa isyarat dengan istri 'tuli') dipecat oleh Bureau of Standards and Practices yang takut menyinggung orang tuli!",positive
"Saya hanya menonton The Dresser malam ini, setelah pernah melihatnya sekali sebelumnya, sekitar belasan tahun yang lalu. Ini bukan film ""besar"", dan tidak mencoba membuat percikan besar, tapi saya Tuhan, kecemerlangan kedua pemimpin itu membuatku tidak bisa berkata apa-apa. Albert Finney dan Tom Courtenay tidak lain adalah menakjubkan dalam film ini. Dresser adalah kisah Sir, aktor Shakespeare yang sudah tua (Finney), dan pembantunya Norman (Courtenay), semacam pelayan , mengenakan produksi King Lear selama blitz London pada Perang Dunia II. Ini adalah dua pria, masing-masing bergantung pada yang lain: Tuan hampir tak berdaya tanpa bantuan Norman untuk membujuk, membujuk, dan menggertak dia untuk naik ke panggung untuk penampilannya yang ke-227 dari Lear. Dan Norman menjalani hidupnya secara tiba-tiba melalui Sir; Tanpa Pak yang membutuhkannya, dia bukan apa-apa, atau dia memang berpikir demikian. <br /> <br /> Ini adalah film berbasis karakter; plot adalah sekunder untuk interaksi karakter, dan karena itu, dibutuhkan aktor dari kaliber tertinggi untuk mewujudkannya. Finney, yang baru berusia 47 tahun, benar-benar dipercaya sebagai aktor yang sangat tua, sangat sakit, merajuk, bullying, tapi brilian. Dia mendesis dan asap pada sesama aktor bahkan ketika mereka mengambil busur mereka! Dan Courtenay tidak kalah meyakinkannya dengan meja rias minivan, yang terkadang harus bertindak lebih sebagai ibu daripada sebagai pelayan untuk majikannya yang sudah lanjut usia. Majikan benar-benar istilah yang salah untuk digunakan. Karena walaupun, secara teknis hubungan mereka adalah hubungan atasan dan karyawan, sebagian besar waktu Pak dan Norman bertindak tidak seperti pasangan lama. <br /> <br /> Ya, ada orang lain dalam pemeran film ini. , tapi tidak ada pertanyaan bahwa bintang sejati adalah Finney, Courtenay, dan naskah mengagumkan karya Ronald Harwood. Itu bukan untuk mengatakan bahwa tidak ada pertunjukan bagus lainnya, terutama Eileen Atkins sebagai manajer panggung Madge yang telah lama menderita. Ada adegan yang indah dimana Sir dan Madge berbicara tentang keinginan lama, penyesalan lama, dan apa yang mungkin terjadi. Meskipun tidak dibicarakan akhir-akhir ini, perlu diingat bahwa The Dresser adalah dinominasikan untuk lima Academy Awards: nominasi Aktor Terbaik untuk Finney dan Courtenay, Best Picture, Best Director (Peter Yates), dan Skenario Terbaik yang Diadaptasi. <br /> <br /> Saya telah mengingat ini sebagai film yang bagus, tapi saya tidak siap untuk menjadi seperti terpesona seperti aku dari awal sampai akhir. Jika Anda ingin melihat contoh tentang tindakan hebat apa, dan sangat terhibur selama ini, maka saya mendorong Anda untuk melihat The Dresser.",positive
"Apa yang terjadi? Apa yang kita miliki di sini pada dasarnya adalah premis yang solid dan masuk akal dan dengan pemain yang layak dan berbakat, tapi di suatu tempat filmnya kalah. Sebenarnya, itu tidak pernah benar-benar terjadi. Ada sedikit kegembiraan saat kami mengetahui bahwa Angie tidak benar-benar hamil, kemudian dia tahu bahwa dia sudah meninggal, tapi memang begitu. Steve Martin, orang yang sangat berbakat dan biasanya banyak menonton film, sangat mengerikan dan seluruh karakternya bahkan tidak terlalu penting untuk film ini, selain membuatnya lebih lama. Saya benar-benar ingin melihat lebih banyak interaksi antara karakter utama, Kate dan Angie, dan mungkin tidak mencoba komedi murni, yang sayangnya bukan, tapi mungkin sebuah drama dengan elemen komedi. Saya pikir jika film ini memang sangat lucu karena kedua aktris ini cukup lucu dengan cara mereka sendiri dan duduk di sini, saya dapat memikirkan banyak skenario yang pasti merupakan kerusuhan.",negative
"Saya baru saja melihat Fingersmith, dan saya tercengang melihat rating rata-rata 8/10 untuk pertunjukan. <br /> <br /> Bukan hanya plotnya yang sulit diikuti, namun nampaknya pengembangan karakter secara acak diterapkan. Aktor-aktor itu memadai, namun dalam proses mencoba membuat tikungan dan belokan, karakter mereka seluruhnya seluruhnya satu dimensi. Begitu ini terjadi, ceritanya benar-benar jatuh datar dan menjadi membosankan. Dan kalau-kalau ada orang yang tidak melihat nada lesbian yang dapat diprediksi dari jarak jauh, ini dipalu rumah dengan persyaratan paling dangkal di akhir dari film. <br /> <br /> Pemandangan akhirnya mengecewakan dan ditelepon, dan siapa saja yang duduk kembali dan pergi ""Ohhh, jadi mereka mengunyah karpet sepanjang tahun!"", pastinya sudah keluar untuk malam hari. < Dua bintang untuk hoki amandel di adegan sebelumnya yang setidaknya sedikit vulgar, tidak ada yang tersisa ...",negative
"Jadi mari kita mulai!))) <br /> <br /> Film itu sendiri sama aslinya seperti film Cronenberg biasanya akan muncul ... <br /> <br /> Niat saya untuk melihatnya pasti JJL menjadi salah satu dari saya. aktris favorit Dia cantik seperti biasa, cutie ini! <br /> <br /> Saya tidak akan mengatakan itu adalah film favorit saya miliknya. Masih cukup menarik dan menghibur untuk diikuti. <br /> <br /> Sisa pemeran tidak terlalu mengesankan tapi bukan semacam bintang yang salah arah. ;) Kenalkan dengan percaya diri!))))",positive
"Selain membosankan, pemandangannya menipis dan gelap. Film ini mencoba menggambarkan semacam moral, tapi jatuh datar dengan pesannya. Apa kualitas penebusan ?? Lebih dari itu, menurut saya itu tidak bisa membuat pustakawan terlihat lebih tidak menyenangkan daripada sebelumnya.",negative
"Seorang wanita yang belum menikah bernama Stella (Bette Midler) hamil oleh seorang pria kaya (Stephen Collins). Dia menawarkan untuk menikahi dia dari rasa kewajiban tapi dia menolaknya dan memutuskan untuk membesarkan anak itu sendiri. Semuanya berjalan baik sampai anak laki-laki bernama Jenny (Trini Alvarado) menjadi remaja dan segala sesuatunya berangsur-angsur (dan diperkirakan) menjadi lebih buruk. Saya telah melihat versi diam dan versi ""Stella Dallas"" yang kabur. Tak satu pun mempengaruhi saya (dan saya menangis dengan mudah) tapi mereka baik-baik saja jika diberi tanggal. Mencoba membuat ulang ini pada tahun 1990 hanyalah ide bodoh. Kurasa Midler memiliki cukup kekuatan setelah kesuksesan ""Beaches"" yang tidak bisa dimengerti untuk mewujudkannya. Ini (diduga) dibom. Ceritanya menggelikan dan tertanggal menurut standar sekarang. Meski Midler dan Alvarado memberikan penampilan bagus, film ini sangat menyeret dan saya bosan konyol menjelang akhir. Stephen Collins dan Marsha Mason (keduanya aktor bagus) tidak membantu dalam mendukung peran. Lembut dan kusam. Sungguh - siapa yang mengira ini akan berhasil? Lihat versi Standenck 1937 sebagai gantinya. Saya memberikan ini 1.",negative
"JANGAN TORTURE A DUCKLING adalah salah satu film Fulci yang sebelumnya (dan sejujurnya, dalam hal cerita-cerita, lebih baik ...) - dan meski bukan tipuan ""pertumpahan darah"" yang diketahui Fulci - ini masih sangat unik dan film yang menyenangkan. Cerita mengelilingi sebuah kota kecil di mana serangkaian pembunuhan anak terjadi. Beberapa karakter berwarna yang terlibat dalam penyelidikan - baik sebagai tersangka, atau mereka yang ""membantu"" penyelidikan (atau dalam beberapa kasus keduanya) - termasuk polisi kota, seorang reporter kecil, pecandu narkoba yang cantik dan kaya, seorang pastor muda dan ibunya, seorang pria tua yang mempraktikkan ilmu sihir dan perempuannya, seorang warga kota cacat mental, dan seorang gadis kecil yang tuli / bisu. Semua orang ini terjalin ke dalam alur cerita untuk menciptakan beberapa liku-liku, sampai pembunuh sebenarnya terungkap ... TIDAK MENYENANGKAN DUCKLING bukanlah sebuah ""klasik"" giallo atau Fulci khas. film gore. Meskipun mengandung unsur-unsur dari keduanya - ini lebih merupakan misteri pembunuhan kuno, dengan materi pelajaran lebih gelap dan beberapa adegan kekerasan grafis (walaupun tidak sekuat beberapa karya Fulci belakangan ini). Ini adalah film yang ditulis dengan baik dengan banyak tikungan yang membuat saya terus menebak sampai akhir. Dianjurkan untuk penggemar giallo / pembunuh-misteri, atau siapa pun yang ingin melihat beberapa film non-splatter Fulci - tapi jangan putus asa, TIDAK TORTURE masih memiliki lebih dari sekadar kekerasan dan keburukan. Beberapa mungkin ditunda oleh subjek pembunuhan anak-anak, dan satu karakter wanita utama memiliki kebiasaan aneh memukul anak laki-laki yang sangat muda, yang juga agak membingungkan - tetapi jika jenis materi itu tidak mengganggu Anda, maka pasti Berikan yang ini lihat. 8.5 / 10",positive
"Busty beauty Stacie Randall memainkan busana berpakaian PVC berpakaian buruk, Alexandra, aktris Faust yang setia, entitas jahat yang terjebak di neraka. Bertekad untuk membebaskan tuannya, minx jahat itu masuk ke gudang untuk mencuri permata ajaib yang penting bagi kesuksesannya; Tapi saat melakukan ritual setan untuk memanggil Faust, kuda konyol itu secara tidak sengaja memasuki pentagram yang digambarnya di lantai, yang mengakibatkan hilangnya permata dan pelepasan dua makhluk mirip troll kecil yang disebut Lite and Dark. /> <br /> Sekarang Alexandra harus menemukan permata pengganti, yang tidak akan mudah: satu-satunya batu lain yang akan melakukan trik itu dikenakan di sekitar leher mantan kekasihnya, detektif polisi Jonathan Graves (Peter Liapis ), siapa yang menyelidiki perampokan gudang dan siapa tahu betul apa yang bisa dilakukan Alexandra yang jahat itu. Sementara itu, split-pinting half-pinting Lite dan Dark yang bijaksana dalam memecahkan berbagai kesulitan saat mereka mencoba menemukan jalan pulang. <br /> <br /> Dalam dunia film yang menyesatkan Jim Wynorski, semua wanita adalah babes payudara besar dengan selera mode pelacur yang murah. Ghoulies IV tidak terkecuali: setiap wanita di film ini-apakah dia adalah kapten polisi, kurator barang antik, atau pasien mental di rumah sakit jiwa - panas, panas, panas dan tidak banyak memakai, dan inilah fakta yang membuat Bagian ini tidak benar-benar unwatchable omong kosong STV hanya sekitar tertahankan. Tapi diperingatkan, meskipun kehadiran semi-bugil, kualitas crumpet membuat pergi sedikit lebih mudah, masih ada banyak tentang film ini untuk menjamin itu dilabeli sebagai cobaan: aktingnya terbuat dari kayu dan dialognya menyakitkan; Humor hitam (seperti uraian DVD menggambarkannya) kira-kira sama lucunya dengan lutut para pengadu, dengan lelucon komedi Lite dan Dark yang sangat terasa ngeri; dan efek khususnya adalah basement tawar-menawar, terdiri dari makhluk karet dan efek visual yang pasti terlihat tanggal sepuluh tahun sebelumnya. <br /> <br /> 3/10 semata-mata untuk hasil bimbo yang tinggi.",negative
"Saya sangat suka Salman Kahn jadi saya sangat kecewa saat melihat film ini. Itu tidak memiliki banyak plot dan apa yang mereka lakukan tidak begitu menarik. Namun, Salman memang terlihat bagus dalam film ini terlihat muda dan segar namun layak harga DVD ini. Musiknya tidak buruk rasanya cukup bagus. Biasanya film India setidaknya dua sampai tiga jam tapi ini adalah film yang sangat singkat untuk sebuah film India. Aktris Amerika yang bermain di film tersebut berasal dari serial televisi seri Heroes, Ali Larter. Aktingnya punya banyak hal yang diinginkan. Namun dia terlihat bagus dalam gaun India yang dia kenakan. Semua film tidak banyak yang diinginkan dan saya harap Salman melakukan yang jauh lebih baik di film berikutnya. Terima kasih.",negative
"Saya tidak yakin mengapa produser perlu memperdagangkan nama franchise film yang agak sukses karena judulnya menunjukkan bahwa ini adalah sekuel dari tiga film pertama.yang tidak. Meskipun Marques Houston memang tampil di ""HP3"", dia memainkan karakter yang sama sekali berbeda (dia berusia delapan tahun lebih tua) di film ini. Oke ... jadi Reid dan Martin bukan yang paling berbakat dan tidak bisa membawa film sendirian. Tapi untuk perdagangan waralaba HP nampaknya saya bisa membuat semacam referensi (walaupun kecil) untuk film sebelumnya Saya yakin semua orang yang ingin melihatnya ""tertipu"" - berpikir bahwa mereka melihat sekuel - bukan film yang sama sekali berbeda dengan nama yang familier. Dan saya minta maaf ... Kym Whitley tidak lucu, dan tidak bisa membawa lilin ke almarhum Robin Harris, Ketty Lester, atau Curry DC di film-film sebelumnya. Meskipun Meagen Good dan Mari Morrow adalah pengalih perhatian yang substansial ... saya harus memberikan THUMBS DOWN !! Hanya penamaan film ""Down to the Last Minute"" pasti sudah oke. Selanjutnya, Hudlin bersaudara (yang menghasilkan tiga film pertama) tidak terlibat dalam pembuatan film ini.",negative
"Film ini bekerja sama dengan beberapa alur cerita yang paling bisa diprediksi dan karakter dangkal yang pernah ada. Penulis jelas membeli buku pedoman ""Bagaimana menulis film bencana ruang angkasa"" dan mengikutinya bermain dengan bermain. Secara khusus, penggunaan stereotip khas stereotip yang berbicara dengan orang yang mereka cintai dari luar angkasa - menunjukkan keberanian dalam menghadapi bencana - telah dilakukan berkali-kali. Max Q tampaknya telah ditulis dengan harapan bahwa produsen akan membuang $ 50 juta pada proyek tersebut. Tapi, dilihat dari paruh kedua film yang berisi banyak usaha lumpuh pada efek spesial, produsen hanya bisa mengumpulkan $ 50 ribu. Untuk mengetahui bahwa film tersebut dinominasikan untuk ""Efek Visual Khusus"" Emmy telah saya benar-benar terpikat. <br /> <br /> Saya kira beberapa siswa sekolah menengah dengan gelar di Media Studies dapat menciptakan efek yang lebih dapat dipercaya. <br /> <br /> Dan lubang plot terlalu banyak untuk disebutkan. Tapi saya akan memilih satu sebagai contoh. Sekarang, saya bukan ahli NASA, tapi pasti sangat tidak masuk akal bahwa seorang pekerja yang terhubung dengan simulator pesawat akan tiba-tiba memegang posisi berkuasa di ruang kontrol saat segala sesuatu mulai berjalan seperti buah pir dengan program ini. Tentunya ada seseorang yang lebih berpengalaman di Mission Control yang akan dipanggil oleh Direktur Program daripada dua puluh sembilan tahun yang belum pernah berada di ruang kontrol sebelumnya. Satu-satunya anugrah untuk film ini adalah karya Bill Campbell. Dia berhasil melakukan upaya yang baik untuk menyelamatkan sesuatu dari kecelakaan kereta api yang merupakan naskah ini. <br /> <br /> Saya memberikan film ini 2 dari 10, dengan karya di atas rata-rata dari Bill Campbell dalam peran utama simpan dari tanda yang lebih rendah.",negative
"Caddyshack Two adalah film yang bagus dengan sendirinya namun dibandingkan dengan yang asli, ia tidak bisa menumpuk. Robert Stack adalah pengganti yang mengerikan untuk Ted Knight dan Jackie Mason, sementara lucu hanya bisa bersaing dengan Rodney Dangerfield. Ty Webb itu lucu, menjadi satu-satunya karakter dari aslinya. Sebagian besar karakter lain di film ini tidak memiliki pukulan asli (Henry Wilcoxon misalnya) kecuali pengacara histeris lucu Peter Blunt, dimainkan oleh Randy Quaid. Setiap baris yang dia katakan mengingatkan saya pada humor asli, terutama pemandangan di kantornya (saya tidak masuk untuk tuntutan hukum atau gerakan. Saya mencari tahu di mana Anda tinggal dan datang ke rumah Anda dan kalahkan pintu Anda dengan af ** Memukul pemukul bisbol, membuat api unggun dengan chippindale, mungkin memanggang golden retriever itu lalu memakannya Lalu aku masuk ke junior lantai atas, dan aku menyambarmu dengan brooks saudaramu, dan menjejalkan BMW merek baru Anda ketat? ** Apakah kita memiliki pemahaman?). Namun, mengimbangi perannya yang kecil, Dan Acroyd, yang jelas bukan pengganti Bill Murray. Suaranya tidak menjengkelkan dan semua yang dia lakukan tidak lucu, hanya bodoh. Secara keseluruhan Caddyshack II adalah film yang bagus, namun dibandingkan dengan yang asli mengagumkan saja cant memotongnya.",negative
"Jujur saja - film pendek ini menyebalkan. dummy yang digunakan di scene necro cukup bagus dibuat tapi masih cukup palsu untuk merusak pengalaman menonton. DVD yang belum digali itu garing dan jelas dan saya belum memutuskan apa pun jika ini membantu atau menghalanginya. Jika film itu agak kasar, mungkin akan menambahkan beberapa ""faktor creepiness"" pada apa yang sedang terjadi. Saya tidak tahu mengapa film ini memiliki banyak hype yang mengelilinginya selain materi pelajaran - tapi sejujurnya adegan necrophilia di film seperti NEKROMANTIK dan VISITOR Q antara lain, lebih mengejutkan daripada di AFTERMATH. Semua pembicaraan tentang film tentang kesepian dan cara lain filsafat mendalam adalah banteng ****. Ini adalah kotoran yang mahal dan indah. Ini tidak mengejutkan, itu tidak menjijikkan. jika Anda bersikeras melihat itu - sewa itu. Saya memberikannya 3 untuk fakta bahwa tidak banyak orang membuat film eksplisit tentang necrophilia (pasti ada pilihan yang lebih besar untuk kita sickos;) - pembuatan film itu bagus dan memang memiliki beberapa ""gore"" (jika menonton boneka mencari karet dipotong dipotong dianggap menanduk ...) tapi selain itu - sama sekali tidak terjadi kekacauan over-hyped ini. Di sisi lain - GENESIS - sekuel Cerda ""ke AFTERMATH (sekarang tersedia sebagai"" fitur ganda ""yang dirilis oleh film yang belum digali) adalah karya mutlak sebuah film pendek, yang benar-benar menunjukkan betapa baiknya seorang sutradara Cerda ketika diberi bahan yang tepat. . Meskipun saya sama sekali tidak peduli dengan AFTERMATH, GENESIS dibuat dengan sangat baik sehingga saya akan memaafkan Cerda dan pasti terus memerhatikannya di masa depan ...",negative
"Saya pikir Mukhsin telah ditulis dengan sangat bagus. Ini bukan hanya tentang hiburan. Ada banyak pesan halus yang menurutku perlu dilakukan oleh Yasmin. Dan ya, mungkin membingungkan beberapa dari Anda (terutama jika Anda tidak menonton Sepet dan / atau Gubra seharga 76 kali). <br /> <br /> Saya yakin Anda memperhatikan bagaimana mereka menggunakan karakter dari dua film sebelumnya. kanan? Its benar-benar ironis bagaimana karakter berhubungan. Seperti tetangga bossy adalah pelacur dari Gubra. Dan cewek di pad snooker ternyata adalah istri religius dan istri saleh di masa depan. <br /> <br /> Dan aku benar-benar menyukai suara-overs. Minyak mentahnya juga baru bersih. Seperti saat mereka mengambil alih papan rumah Tumpangan Gamin, tiba-tiba suara Mukhsin bertuliskan 'Bismillahhirrahmannirrahim ..' (pemandangan saat dia memanjat pohon). <br /> <br /> Ini menangkap sikap Malaysia (dan Dalam beberapa cara yang ringan, terkesima betapa menyedihkannya itu) digambarkan dalam karakter. Misalnya, anak-anak pun bisa benar-benar tajam berlidah (lengkap dengan suara menjengkelkan yang menyebalkan) dan mulutnya sangat buruk sepanjang film. Dan bagaimana Anda bisa menjadi orang yang sibuk dan berbicara tentang ppl, saat kehidupan Anda sendiri tidak beres. <br /> <br /> Yang bisa saya katakan adalah, film ini benar-benar mencapai harapan saya jika tidak melebihi itu. <br /> <br /> Ini membuat saya terpaku pada layar, saya bahkan tidak dapat mengalihkan pandangan dari situ. Bahkan tidak sampai di bioskop. Ha ha.",positive
"Saya bukan penggemar golf dengan cara apapun. Pada tanggal 26 Mei sekitar pukul 10.30, film dimulai dengan sebuah adegan di akhir 1800-an. Film-film lama yang saya sukai tapi bukan golf, dalam adegan pertama seorang anak muda (Harry Vardon) terbangun oleh suara pria. Dia pergi keluar untuk menanyakan apa yang mereka lakukan dan diberi tahu bahwa mereka akan membangun sesuatu golf ... Jadi, kemudian saya mematikan televisi tapi ada yang mengaduk saya dan itu kembali lagi. Film ini sangat bagus. Kami kemudian melihat anak muda ini sekarang seorang pria; pemain golf profesional yang berhantu dengan penglihatan sejak kecil. Kemudian kita bertemu dengan fokus sebenarnya dari film Francis dan keputusan yang dibuatnya untuk golf. Anda bertemu ibu dan ayahnya yang ingin melindunginya dari kelas yang sangat jelas selama periode tersebut. Lalu ada sedikit Eddie Lowery si caddie dengan kata-kata yang menggembirakan dan dorongan kecil yang berperan penting dalam kemenangan Francis. Tidak mau menyerah terlalu banyak. Saya bangun sampai 2 A.M. Ini super silahkan lihat filmnya.",positive
"Saat melihat permata Tobe Hooper, Buaya, pada tahun 2000, saya mengembangkan minat yang besar terhadap ceruk / fragmen buaya dari genre eksploitasi / monster. Saya menantikan produser yang tidak patuh untuk menindaklanjuti beberapa sekuel tentang bonbons menyenangkan kebaikan kamp ini. Kalau saja Ed Wood bisa membawa rasa bakat dan martabatnya yang halus ke skrip yang luar biasa ini. Dengan Ed menulis skrip, dan sebuah ruangan yang penuh dengan monyet menciptakan efek khusus buaya di komputer, yang kita butuhkan hanyalah pemeran makanan buas dengan payudara Russ Meyer dan implan dada Ren Hoek. <br /> <br /> Sementara karya film Tobe Hooper's crocky mengidentifikasikan filmnya sendiri, Blood Surf memilih untuk mengeluarkan banyak tema penuaan dari ember film lainnya. Lihat apakah Anda bisa melihat melewati sekuel Dendam Sekutu Nerd untuk menemukan sindiran / homages? / Rip-off ke Jaws, Temple of Doom, Perang Salib Terakhir Indiana Jones, The Convent, Godzilla 2000, dan film James Bond. Juga, cobalah untuk menemukan siap-untuk-tv memudar di mana editor menyerah pada membuat rasa saham. <br /> <br /> Saya kecewa kuali tidak bisa mencoba tenor sotto voce nya dengan soliloquy on environmentalism ... atau apresiasi apik, tapi kuasi-Kapten Ahab dari ceritanya mendapatkan pidato tur de force-nya. Mungkin, di tahun-tahun mendatang, kita akan melihat sebuah tempayan berderap kencang setelah baku tembak menjadi matahari terbenam keemasan. Atau mudah-mudahan, seekor monyet akan menyiram crocky ke toilet sebuah stasiun antariksa internasional untuk cebol dan menikmati waltz eksploitatif dari monyet Gonceng nol / cebol / buaya pertumpahan darah buaya. All-in-all, the Kurangnya whammy bar di ombak berselingkuh.",negative
"Ia mencoba menjadi petualangan epik abad ini. Dan dengan pemeran seperti Sh� 'Kasugi, Christopher Lee dan John-Rhys Davies, ini benar-benar petualangan B-sempurna sepanjang masa. Ini sebenarnya adalah petualangan yang menyenangkan dan seru, meski dengan kekurangannya, menangkap minat Anda. Film ini pasti terasa sebagai film terbesar bagi orang-orang yang berhasil melakukannya. Bahkan jika dibuat di tahun 90an, itu tidak memiliki nuansa modern. Ini lebih memiliki perasaan yang sama dengan film Errol Flynn yang lama. Film petualangan besar kembali menjadi hal besar di Hollywood tapi aku khawatir perasaan di dalamnya tidak akan pernah sama dengan film-film lama ini. Ini di sisi lain, hanya memiliki perasaan sebenarnya. Anda tidak bisa membencinya. Saya pikir ini adalah film petualangan yang baik. Dan aku sangat menyukai soundtrack itu. Sial, aku mau lagu tema.",positive
